year,country,no,name,position,side,height,weight,birth,club,age,cohort,bmi
2004,AUT,19,lukas philipp,F,R,183,83.0,1979-12-04,ehc black wings linz,24.407939767282702,1979,24.784257517393797
2004,AUT,20,welser daniel,F,L,180,81.0,1983-02-16,kac klagenfurt,21.2046543463381,1983,25.0
2004,AUT,21,trattnig matthias,F,L,185,95.0,1979-04-22,kassel huskies,25.026694045174498,1979,27.757487216946696
2004,AUT,25,szucs mark,F,L,178,81.0,1976-11-04,ehc black wings linz,27.488021902806302,1976,25.564953919959603
2004,AUT,34,peintner markus,F,L,181,79.0,1980-12-17,ehc black wings linz,23.370294318959605,1980,24.1140380330271
2004,AUT,54,divis raimund,F,L,184,82.0,1978-01-05,ehc black wings linz,26.318959616700898,1978,24.2202268431002
2004,AUT,61,harand christoph,F,L,180,80.0,1981-05-27,vienna capitals,22.929500342231304,1981,24.6913580246914
2004,AUT,74,kalt dieter,F,R,175,83.0,1974-06-26,farjestad karlstad,29.8480492813142,1974,27.1020408163265
2004,AUT,8,kaspitz roland,F,R,178,76.0,1981-11-01,vsv villach,22.4969199178645,1981,23.9868703446535
2004,AUT,91,setzinger oliver,F,L,183,84.0,1983-07-11,hpk hameenlinna,20.807665982204,1983,25.0828630296515
2004,AUT,26,brueckler bernd,G,L,187,87.0,1981-09-26,wisconsin badgers,22.5954825462012,1981,24.879178701135302
2004,AUT,31,dalpiaz claus,G,L,175,74.0,1971-10-10,hc innsbruck,32.558521560574896,1971,24.163265306122398
2004,AUT,38,divis reinhard,G,R,182,87.0,1975-07-04,st. louis blues,28.8268309377139,1975,26.264943847361398
2004,CAN,2,brewer eric,D,L,190,100.0,1979-04-17,edmonton oilers,25.040383299110196,1979,27.7008310249307
2004,CAN,24,staios steve,D,R,186,91.0,1973-07-28,edmonton oilers,30.7597535934292,1973,26.3036189154816
2004,CAN,27,niedermayer scott,D,L,186,91.0,1973-08-31,new jersey devils,30.6666666666667,1973,26.3036189154816
2004,CAN,4,bouwmeester jay,D,L,193,95.0,1983-09-27,florida panthers,20.5941136208077,1983,25.504040376922898
2004,CAN,53,morris derek,D,R,183,100.0,1978-08-24,phoenix coyotes,25.6865160848734,1978,29.8605512257756
2004,CAN,55,schultz nick,D,L,183,86.0,1982-08-25,minnesota wild,21.683778234086198,1982,25.680074054166997
2004,CAN,6,heward jamie,D,R,188,94.0,1971-03-30,zsc zurich lions,33.0896646132786,1971,26.5957446808511
2004,CAN,8,mitchell willie,D,L,190,93.0,1977-04-23,minnesota wild,27.022587268993803,1977,25.7617728531856
2004,CAN,10,horcoff shawn,F,L,186,92.0,1978-09-17,edmonton oilers,25.6208076659822,1978,26.5926696727945
2004,CAN,11,williams justin,F,L,186,87.0,1981-10-04,carolina hurricanes,22.573579739904197,1981,25.147415886229602
2004,CAN,12,friesen jeff,F,L,183,97.0,1976-08-05,new jersey devils,27.7371663244353,1976,28.9647346890024
2004,CAN,15,heatley dany,F,L,190,98.0,1981-01-21,atlanta thrashers,23.274469541410003,1981,27.146814404432103
2004,CAN,17,dumont j p,F,L,186,93.0,1978-04-01,buffalo sabres,26.083504449007503,1978,26.8817204301075
2004,CAN,19,morrow brenden,F,L,178,95.0,1979-01-16,dallas stars,25.289527720739198,1979,29.983587930816803
2004,CAN,22,cooke matt,F,L,178,93.0,1978-09-07,vancouverucks,25.648186173853503,1978,29.3523545006944
2004,CAN,28,murray glen,F,R,190,101.0,1972-11-01,boston bruins,31.4962354551677,1972,27.9778393351801
2004,CAN,29,shantz jeff,F,R,180,92.0,1973-10-10,scl tigers langnau,30.5571526351814,1973,28.3950617283951
2004,CAN,37,bergeron patrice,F,R,186,86.0,1985-07-24,boston bruins,18.7707049965777,1985,24.858365128916603
2004,CAN,44,niedermayer rob,F,L,189,93.0,1974-12-28,anaheim mighty ducks,29.3415468856947,1974,26.035105400184804
2004,CAN,48,briere danny,F,R,178,84.0,1977-10-06,buffalo sabres,26.568104038329896,1977,26.5118040651433
2004,CAN,7,morrison brendan,F,L,178,85.0,1975-08-15,vancouverucks,28.711841204654302,1975,26.827420780204502
2004,CAN,94,smyth ryan,F,L,188,87.0,1976-02-21,edmonton oilers,28.1916495550992,1976,24.615210502489802
2004,CAN,1,luongo roberto,G,L,190,93.0,1979-04-04,florida panthers,25.0759753593429,1979,25.7617728531856
2004,CAN,30,denis marc,G,L,185,88.0,1977-08-01,columbus blue jackets,26.7488021902806,1977,25.7121986851717
2004,CAN,35,giguere j s,G,L,185,91.0,1977-05-16,anaheim mighty ducks,26.959616700889804,1977,26.5887509130752
2004,CZE,12,kaberle frantisek,D,L,185,86.0,1973-11-08,atlanta thrashers,30.477754962354602,1973,25.127830533235898
2004,CZE,35,hejda jan,D,L,190,95.0,1978-06-17,cska moscow,25.8726899383984,1978,26.3157894736842
2004,CZE,4,hamrlik roman,D,L,188,91.0,1974-04-12,new york islanders,30.053388090349102,1974,25.746944318696197
2004,CZE,41,skoula martin,D,L,188,88.0,1979-02-28,anaheim mighty ducks,25.1718001368925,1979,24.8981439565414
2004,CZE,6,spacek jaroslav,D,L,180,94.0,1974-02-11,columbus blue jackets,30.217659137576998,1974,29.0123456790123
2004,CZE,7,novak jan,D,R,184,86.0,1979-02-09,hc slavia prague,25.223819301848003,1979,25.4017013232514
2004,CZE,71,slegr jiri,D,L,183,98.0,1971-05-30,boston bruins,32.9226557152635,1971,29.2633402012601
2004,CZE,14,kraft milan,F,R,191,97.0,1980-01-17,pittsburgh penguins,24.287474332648898,1980,26.589183410542496
2004,CZE,17,hlinka jaroslav,F,L,178,78.0,1976-11-10,ak barsan,27.4715947980835,1976,24.618103774775896
2004,CZE,19,beranek josef,F,L,189,90.0,1969-10-25,hc slavia prague,34.5160848733744,1969,25.195263290501398
2004,CZE,20,dvorak radek,F,R,188,91.0,1977-03-09,edmonton oilers,27.145790554414802,1977,25.746944318696197
2004,CZE,26,rucinsky martin,F,L,186,93.0,1971-03-11,vancouverucks,33.1416837782341,1971,26.8817204301075
2004,CZE,27,hlavac jan,F,L,183,93.0,1976-09-20,new york rangers,27.611225188227202,1976,27.770312639971298
2004,CZE,28,straka martin,F,L,177,81.0,1972-09-03,los angeles kings,31.6577686516085,1972,25.854639471416302
2004,CZE,30,dopita jiri,F,L,193,100.0,1968-12-02,hc pardubice,35.4113620807666,1968,26.846358291497804
2004,CZE,40,prospal vaclav,F,L,188,88.0,1975-02-17,anaheim mighty ducks,29.201916495551,1975,24.8981439565414
2004,CZE,68,jagr jaromir,F,L,188,106.0,1972-02-15,new york rangers,32.208076659822,1972,29.9909461294704
2004,CZE,69,havlat martin,F,L,187,87.0,1981-04-19,ottawa senators,23.033538672142402,1981,24.879178701135302
2004,CZE,73,prucha petr,F,R,178,76.0,1982-09-14,hc pardubice,21.629021218343603,1982,23.9868703446535
2004,CZE,8,sup michal,F,L,179,78.0,1973-09-23,hc slavia prague,30.603696098562605,1973,24.343809494085697
2004,CZE,9,vyborny david,F,L,178,85.0,1975-06-02,columbus blue jackets,28.914442162902102,1975,26.827420780204502
2004,CZE,29,vokoun tomas,G,R,183,88.0,1976-07-02,nashville predators,27.8302532511978,1976,26.2772850786825
2004,CZE,32,cechmanek roman,G,L,191,85.0,1971-03-02,los angeles kings,33.1663244353183,1971,23.299799895836202
2004,DEN,16,jensen dan,D,R,183,92.0,1969-01-16,herning ik,35.2881587953457,1969,27.4717071277136
2004,DEN,17,dahlmann morten,D,L,185,80.0,1976-09-22,rungsted ik,27.605749486653,1976,23.3747260774288
2004,DEN,20,schioldan christian,D,L,195,100.0,1978-12-06,frederikshavn ik,25.401779603011605,1978,26.298487836949395
2004,DEN,25,andreasen andreas,D,L,184,95.0,1976-03-01,esbjerg ik,28.167008898015105,1976,28.0600189035917
2004,DEN,3,duus jesper,D,R,188,88.0,1967-11-24,herlev ik,36.435318275153996,1967,24.8981439565414
2004,DEN,47,johnsen thomas,D,L,185,87.0,1979-04-11,odense ik,25.056810403832998,1979,25.4200146092038
2004,DEN,5,nielsen daniel,D,R,182,74.0,1980-10-31,herning ik,23.4989733059548,1980,22.3402970655718
2004,DEN,7,damgaard jesper,D,R,187,94.0,1975-05-06,modo ornskoldsvik,28.9883641341547,1975,26.8809517000772
2004,DEN,10,andersen bo nordby,F,L,180,85.0,1979-03-22,aalborg ik,25.1115674195756,1979,26.234567901234602
2004,DEN,12,true mads,F,L,186,85.0,1972-04-17,odense ik,32.0383299110199,1972,24.569314371603603
2004,DEN,13,larsen ronny,F,R,180,90.0,1971-12-31,aalborg ik,32.3340177960301,1971,27.7777777777778
2004,DEN,15,nielsen frans,F,L,184,80.0,1984-04-24,mif redhawks malmo,20.019164955509897,1984,23.629489603024602
2004,DEN,18,sundberg alexander,F,L,193,89.0,1981-01-19,odense ik,23.2799452429843,1981,23.893258879433
2004,DEN,19,staal kim,F,R,182,88.0,1978-03-10,mif redhawks malmo,26.143737166324396,1978,26.566839753652896
2004,DEN,21,smidt michael,F,R,178,80.0,1979-07-04,aalborg ik,24.8268309377139,1979,25.2493372048984
2004,DEN,22,grey mike,F,L,184,86.0,1975-04-28,frederikshavn ik,29.010266940451697,1975,25.4017013232514
2004,DEN,24,degn kasper,F,L,175,75.0,1982-02-25,herning ik,22.179329226557197,1982,24.4897959183673
2004,DEN,27,nielsen jens,F,L,178,82.0,1969-10-23,leksands if,34.521560574948694,1969,25.8805706350208
2004,DEN,29,green morten,F,L,183,87.0,1981-03-19,modo ornskoldsvik,23.118412046543497,1981,25.9786795664248
2004,DEN,33,monberg nicolas,F,L,189,93.0,1980-09-22,rungsted ik,23.605749486653,1980,26.035105400184804
2004,DEN,8,dresler thor,F,L,188,96.0,1979-03-10,herlev ik,25.144421629021203,1979,27.1616115889543
2004,DEN,9,christensen bent,F,L,189,90.0,1975-11-16,frederikshavn ik,28.457221081451102,1975,25.195263290501398
2004,DEN,30,madsen michael,G,L,177,88.0,1980-11-21,herlev ik,23.4414784394251,1980,28.0889910306745
2004,DEN,31,hirsch peter,G,R,182,78.0,1979-03-06,mif redhawks malmo,25.1553730321697,1979,23.547880690737802
2004,DEN,90,jensen jan,G,L,189,94.0,1971-08-19,esbjerg ik,32.7008898015058,1971,26.3150527700792
2004,FIN,10,karalahti jere,D,R,188,96.0,1975-03-25,ifk helsinki,29.1033538672142,1975,27.1616115889543
2004,FIN,18,mantyla tuukka,D,L,176,80.0,1981-05-25,lulea hf,22.934976043805598,1981,25.826446280991696
2004,FIN,26,soderholm toni,D,L,188,84.0,1978-04-14,ifk helsinki,26.0479123887748,1978,23.766410140335
2004,FIN,3,nummelin petteri,D,L,178,83.0,1972-11-25,hc lugano,31.430527036276498,1972,26.196187350082102
2004,FIN,44,niinimaa janne,D,L,186,99.0,1975-05-22,new york islanders,28.9445585215606,1975,28.6160249739854
2004,FIN,5,salo sami,D,R,192,99.0,1974-09-02,vancouverucks,29.661875427789198,1974,26.85546875
2004,FIN,7,niemi antti-jussi,D,L,185,87.0,1977-09-22,frolunda gothenburg,26.6064339493498,1977,25.4200146092038
2004,FIN,12,jokinen olli,F,L,188,90.0,1978-12-05,florida panthers,25.4045174537988,1978,25.464010864644603
2004,FIN,15,virta tony,F,L,178,86.0,1972-06-28,hpk hameenlinna,31.8412046543463,1972,27.1430374952657
2004,FIN,16,peltonen ville,F,L,180,84.0,1973-05-24,hc lugano,30.9377138945927,1973,25.9259259259259
2004,FIN,20,pirjeta lasse,F,L,192,103.0,1974-04-04,pittsburgh penguins,30.075290896646102,1974,27.9405381944444
2004,FIN,21,kapanen niko,F,L,177,80.0,1978-04-29,dallas stars,26.0068446269678,1978,25.535446391522196
2004,FIN,23,viuhkola jari,F,L,183,85.0,1980-02-27,karpat oulu,24.175222450376502,1980,25.3814685419093
2004,FIN,24,laaksonen antti,F,L,181,88.0,1973-10-03,minnesota wild,30.5763175906913,1973,26.861206922865602
2004,FIN,25,hentunen jukka,F,R,178,88.0,1974-05-03,fribourg-gotteron ,29.995893223819298,1974,27.774270925388198
2004,FIN,27,parssinen timo,F,L,178,86.0,1977-01-19,ifk helsinki,27.2799452429843,1977,27.1430374952657
2004,FIN,32,rintanen kimmo,F,L,181,88.0,1973-08-07,kloten flyers,30.7323750855578,1973,26.861206922865602
2004,FIN,37,ruutu jarkko,F,L,188,93.0,1975-08-23,vancouverucks,28.689938398357302,1975,26.312811226799504
2004,FIN,61,pirnes esa,F,L,184,86.0,1977-04-01,los angeles kings,27.082819986310703,1977,25.4017013232514
2004,FIN,71,kallio tomi,F,L,184,85.0,1977-01-27,frolunda gothenburg,27.258042436687198,1977,25.1063327032136
2004,FIN,9,hagman niklas,F,L,184,90.0,1979-12-05,florida panthers,24.4052019164955,1979,26.5831758034026
2004,FIN,30,norrena fredrik,G,L,183,85.0,1973-11-29,linkopings hc,30.4202600958248,1973,25.3814685419093
2004,FIN,31,markkanen jussi,G,L,182,83.0,1975-05-08,edmonton oilers,28.9828884325804,1975,25.057360222195395
2004,FIN,35,noronen mika,G,L,185,93.0,1979-06-17,buffalo sabres,24.8733744010951,1979,27.173119065011
2004,FRA,2,carriou allan,D,R,181,84.0,1976-02-02,mulhouse scorpions,28.243668720054803,1976,25.6402429718263
2004,FRA,26,pouget christian,D,L,178,80.0,1966-01-11,hc chamonix,38.3025325119781,1966,25.2493372048984
2004,FRA,27,amar baptiste,D,L,183,86.0,1979-11-11,grenoble ,24.4709103353867,1979,25.680074054166997
2004,FRA,3,bachet vincent,D,L,180,85.0,1978-04-29,amiens gothiques,26.0068446269678,1978,26.234567901234602
2004,FRA,36,dewolf karl,D,L,179,77.0,1972-02-21,dunkerque corsaires,32.191649555099204,1972,24.0317093723667
2004,FRA,37,favarin nicolas,D,R,176,80.0,1980-04-29,villard de lans,24.0054757015743,1980,25.826446280991696
2004,FRA,4,prunet lilian,D,L,180,80.0,1978-02-15,mulhouse scorpions,26.2067077344285,1978,24.6913580246914
2004,FRA,5,pousset nicolas,D,L,184,91.0,1979-05-21,rouen dragons,24.947296372347697,1979,26.8785444234405
2004,FRA,11,rozenthal francois,F,R,177,82.0,1975-06-20,amiens gothiques,28.865160848733698,1975,26.1738325513103
2004,FRA,13,zwikel jonathan,F,L,182,86.0,1975-07-16,amiens gothiques,28.793976728268298,1975,25.9630479410699
2004,FRA,16,chauvel brice,F,L,179,80.0,1979-07-20,amiens gothiques,24.7830253251198,1979,24.9680097375238
2004,FRA,17,daramy xavier,F,R,182,79.0,1981-03-12,anglet hormadi,23.137577002053398,1981,23.8497765970293
2004,FRA,18,dostal david,F,L,180,83.0,1973-08-27,anglet hormadi,30.677618069815196,1973,25.6172839506173
2004,FRA,19,coqueux olivier,F,R,177,80.0,1973-11-29,wolfe freiburg,30.4202600958248,1973,25.535446391522196
2004,FRA,22,mortas anthony,F,L,192,87.0,1974-02-13,amiens gothiques,30.212183436002697,1974,23.6002604166667
2004,FRA,28,gras laurent,F,L,176,84.0,1976-03-15,amiens gothiques,28.1286789869952,1976,27.117768595041298
2004,FRA,41,bellemare p-e,F,L,182,84.0,1985-03-06,rouen dragons,19.1540041067762,1985,25.3592561284869
2004,FRA,46,bachelet benoit,F,R,174,81.0,1974-11-06,grenoble ,29.4839151266256,1974,26.7538644470868
2004,FRA,71,bordeleau sebastien,F,R,178,84.0,1975-02-15,sc bern,29.2073921971253,1975,26.5118040651433
2004,FRA,8,briand arnaud,F,L,186,95.0,1970-04-29,rouen dragons,34.006844626967805,1970,27.459821944733502
2004,FRA,9,rozenthal maurice,F,R,177,80.0,1975-06-20,leksands if,28.865160848733698,1975,25.535446391522196
2004,FRA,31,rolland patrick,G,L,179,83.0,1969-06-07,grenoble ,34.899383983572896,1969,25.9043101026809
2004,FRA,39,huet cristobal,G,L,183,87.0,1975-09-03,los angeles kings,28.659822039698803,1975,25.9786795664248
2004,FRA,42,lhenry fabrice,G,L,180,83.0,1972-06-29,mulhouse scorpions,31.8384668035592,1972,25.6172839506173
2004,GER,12,ludemann mirko,D,L,180,81.0,1973-12-15,kolner haie,30.3764544832307,1973,25.0
2004,GER,2,molling jochen,D,L,186,98.0,1973-08-09,adler mannheim,30.726899383983604,1973,28.326974216672397
2004,GER,31,renz andreas,D,L,182,93.0,1977-06-12,kolner haie,26.885694729637198,1977,28.076319285110504
2004,GER,36,goldmann erich,D,L,191,93.0,1976-04-07,iserlohner roosters,28.0657084188912,1976,25.4927222389737
2004,GER,41,kunce daniel,D,L,186,95.0,1971-07-17,krefeld pinguine,32.7912388774812,1971,27.459821944733502
2004,GER,5,leask robert,D,UNDEF,188,85.0,1971-06-09,eisbaren berlin,32.895277207392205,1971,24.049343594386603
2004,GER,76,retzer stephan,D,L,182,90.0,1976-10-11,kassel huskies,27.5537303216975,1976,27.170631566236
2004,GER,83,benda jan,D,UNDEF,194,98.0,1972-04-28,ak barsan,32.0082135523614,1972,26.0388989265597
2004,GER,9,smazal heiko,D,L,180,81.0,1974-01-06,hamburg freezers,30.316221765913802,1974,25.0
2004,GER,17,hecht jochen,F,L,187,90.0,1977-06-21,buffalo sabres,26.861054072553,1977,25.7370814149675
2004,GER,21,ustorf stefan,F,L,181,86.0,1974-01-03,krefeld pinguine,30.3244353182752,1974,26.2507249473459
2004,GER,22,reichel martin,F,UNDEF,187,89.0,1973-11-07,frankfurt lions,30.480492813141698,1973,25.4511138436901
2004,GER,26,kreutzer daniel,F,L,176,90.0,1979-10-23,dusseldorf metro stars,24.522929500342197,1979,29.0547520661157
2004,GER,27,abstreiter tobias,F,UNDEF,178,83.0,1970-07-06,kassel huskies,33.8206707734428,1970,26.196187350082102
2004,GER,32,martinec tomas,F,L,182,87.0,1976-03-05,adler mannheim,28.1560574948665,1976,26.264943847361398
2004,GER,34,lewandowski eduard,F,L,186,95.0,1980-05-03,kolner haie,23.9945242984257,1980,27.459821944733502
2004,GER,39,greilinger thomas,F,R,183,95.0,1981-08-06,nurnberg ice tigers,22.735112936345,1981,28.3675236644868
2004,GER,47,ullmann christoph,F,L,182,83.0,1983-05-19,adler mannheim,20.952772073922,1983,25.057360222195395
2004,GER,49,kathan klaus,F,R,182,85.0,1977-01-07,adler mannheim,27.3127994524298,1977,25.6611520347784
2004,GER,55,blank boris,F,L,184,93.0,1978-07-10,kolner haie,25.8097193702943,1978,27.469281663516103
2004,GER,73,boos tino,F,R,180,85.0,1975-04-10,kolner haie,29.059548254620104,1975,26.234567901234602
2004,GER,75,morczinietz andreas,F,L,183,82.0,1978-03-11,kolner haie,26.1409993155373,1978,24.485652005136
2004,GER,1,jonas oliver,G,L,184,82.0,1979-05-14,eisbaren berlin,24.966461327857598,1979,24.2202268431002
2004,GER,37,kolzig olaf,G,R,188,105.0,1970-04-06,washington capitals,34.0698151950719,1970,29.7080126754187
2004,GER,80,muller robert,G,L,172,85.0,1980-06-25,krefeld pinguine,23.849418206707696,1980,28.7317468902109
2004,JPN,2,miura hiroyuki,D,R,190,88.0,1973-12-31,kokudo ,30.3326488706366,1973,24.376731301939103
2004,JPN,3,ito kengo,D,R,181,81.0,1978-12-04,charlotte checkers,25.4072553045859,1978,24.7245200085467
2004,JPN,34,takahashi junichi,D,R,183,85.0,1978-01-23,nikko ice bucks,26.2696783025325,1978,25.3814685419093
2004,JPN,5,miyauchi fumitaka,D,L,181,80.0,1972-11-06,kokudo ,31.482546201232,1972,24.4192790207869
2004,JPN,6,kawashima makoto,D,L,180,82.0,1979-05-02,oji ihc tomakomai,24.9993155373032,1979,25.3086419753086
2004,JPN,7,oshiro joel,D,R,179,78.0,1971-07-28,cranes kushiro,32.761122518822695,1971,24.343809494085697
2004,JPN,8,sugawara nobuhiro,D,R,180,82.0,1975-04-09,oji ihc tomakomai,29.0622861054073,1975,25.3086419753086
2004,JPN,88,kobori takayuki,D,L,185,100.0,1969-04-20,kokudo ,35.0308008213552,1969,29.218407596785998
2004,JPN,13,kon yosuke,F,L,180,78.0,1978-09-21,kokudo ,25.6098562628337,1978,24.0740740740741
2004,JPN,15,obara daisuke,F,L,176,80.0,1981-06-04,augsta lynx,22.9075975359343,1981,25.826446280991696
2004,JPN,18,suzuki takahito,F,R,173,75.0,1975-08-17,kokudo ,28.7063655030801,1975,25.0593070266297
2004,JPN,19,saito takeshi,F,R,175,79.0,1981-03-08,oji ihc tomakomai,23.148528405201898,1981,25.795918367346896
2004,JPN,22,kobayashi tomohito,F,L,172,74.0,1974-04-28,kokudo ,30.009582477754996,1974,25.013520822066003
2004,JPN,24,sakurai kunihiko,F,R,182,84.0,1972-04-11,oji ihc tomakomai,32.0547570157426,1972,25.3592561284869
2004,JPN,40,fujita kiyoshi,F,R,170,72.0,1972-06-25,kokudo ,31.849418206707696,1972,24.9134948096886
2004,JPN,75,yule chris,F,L,175,72.0,1975-03-29,kokudo ,29.0924024640657,1975,23.5102040816327
2004,JPN,77,bright chris,F,L,183,85.0,1970-10-14,kokudo ,33.5468856947296,1970,25.3814685419093
2004,JPN,81,ito masatushi,F,R,175,70.0,1978-07-14,cranes kushiro,25.7987679671458,1978,22.857142857142897
2004,JPN,87,masuko shuji,F,R,176,80.0,1978-07-08,kokudo ,25.8151950718686,1978,25.826446280991696
2004,JPN,9,miwa robert,F,L,175,80.0,1970-05-12,nikko ice bucks,33.9712525667351,1970,26.1224489795918
2004,JPN,91,sato hiroshi,F,L,181,86.0,1983-02-18,cranes kushiro,21.199178644763897,1983,26.2507249473459
2004,JPN,97,iwata yasunori,F,R,180,78.0,1972-11-24,oji ihc tomakomai,31.4332648870637,1972,24.0740740740741
2004,JPN,27,nihei jiro,G,L,172,75.0,1971-03-09,cranes kushiro,33.147159479808394,1971,25.351541373715502
2004,JPN,30,ogino junji,G,R,180,77.0,1978-11-29,oji ihc tomakomai,25.4209445585216,1978,23.765432098765398
2004,JPN,44,fukufuji yutaka,G,L,185,76.0,1982-09-17,kokudo ,21.6208076659822,1982,22.2059897735573
2004,KAZ,21,kovalenko oleg,D,R,178,90.0,1975-02-11,torpedoincc,29.2183436002738,1975,28.405504355510697
2004,KAZ,25,argokov artyom,D,UNDEF,180,81.0,1976-01-16,torpedoincc,28.290212183435997,1976,25.0
2004,KAZ,26,savenkov andrey,D,R,184,86.0,1975-03-07,torpedoincc,29.152635181382603,1975,25.4017013232514
2004,KAZ,28,nevstruyev sergey,D,L,186,88.0,1972-08-29,torpedoincc,31.6714579055441,1972,25.436466643542598
2004,KAZ,29,kuzmin yevgeniy,D,L,185,90.0,1974-07-08,torpedoincc,29.8151950718686,1974,26.296566837107395
2004,KAZ,3,mazunin yevgeniy,D,L,190,94.0,1981-09-18,torpedoincc,22.617385352498303,1981,26.038781163434898
2004,KAZ,5,shemelin denis,D,L,192,87.0,1978-07-24,torpedoincc,25.771389459274502,1978,23.6002604166667
2004,KAZ,8,trochshinskiy alexey,D,L,183,95.0,1973-10-09,dynamo moscow,30.5598904859685,1973,28.3675236644868
2004,KAZ,9,antipin vladimir,D,L,189,92.0,1970-04-18,avangard omsk,34.0369609856263,1970,25.7551580302903
2004,KAZ,10,filatov anatoliy,F,R,177,90.0,1975-03-29,salavat yulaev ufa,29.0924024640657,1975,28.727377190462498
2004,KAZ,11,trochshinskiy andrey,F,L,194,100.0,1978-02-14,torpedoincc,26.2094455852156,1978,26.570305027101696
2004,KAZ,12,dudarev dmitriy,F,R,185,91.0,1976-02-23,sibir novosibirsk,28.186173853525,1976,26.5887509130752
2004,KAZ,15,samokhvalov andrey,F,L,182,83.0,1975-05-10,spartak moscow,28.977412731006197,1975,25.057360222195395
2004,KAZ,16,kozlov roman,F,L,182,78.0,1981-09-30,torpedoincc,22.584531143052697,1981,23.547880690737802
2004,KAZ,17,koreshkov alexandr,F,L,181,84.0,1968-10-28,metallurg magnitogorsk,35.5071868583162,1968,25.6402429718263
2004,KAZ,18,polichshuk fedor,F,L,174,71.0,1979-07-04,torpedoincc,24.8268309377139,1979,23.4509182190514
2004,KAZ,19,koreshkov yevgeniy,F,L,170,84.0,1970-03-11,metallurg magnitogorsk,34.1409993155373,1970,29.065743944636697
2004,KAZ,22,upper dmitri,F,L,189,87.0,1978-07-27,cska moscow,25.763175906913098,1978,24.355421180818
2004,KAZ,23,alexandrov sergey,F,R,176,95.0,1978-04-29,torpedoincc,26.0068446269678,1978,30.668904958677697
2004,KAZ,24,komissarov anton,F,L,178,80.0,1978-04-18,torpedoincc,26.0369609856263,1978,25.2493372048984
2004,KAZ,27,yessirkenov rustam,F,R,180,80.0,1980-06-28,torpedoincc,23.8412046543463,1980,24.6913580246914
2004,KAZ,7,rifel vadim,F,L,174,80.0,1979-02-19,torpedoincc,25.1964407939767,1979,26.423569824283298
2004,KAZ,1,tambulov sergey,G,L,188,87.0,1974-07-02,metallurg serov,29.831622176591395,1974,24.615210502489802
2004,KAZ,30,kolesnik vitaliy,G,L,190,90.0,1979-08-20,torpedoincc,24.6981519507187,1979,24.9307479224377
2004,KAZ,31,yeremeyev vitaliy,G,L,186,77.0,1975-09-23,dynamo moscow,28.6050650239562,1975,22.2569083130998
2004,LAT,2,saviels agris,D,L,186,98.0,1982-01-15,hershey bears,22.291581108829604,1982,28.326974216672397
2004,LAT,22,sorokins olegs,D,L,177,82.0,1974-01-04,assat pori,30.321697467487997,1974,26.1738325513103
2004,LAT,23,tribuncovs atvars,D,L,188,98.0,1976-10-14,salavat yulaev ufa,27.5455167693361,1976,27.7274784970575
2004,LAT,25,redlihs krisjanis,D,L,177,82.0,1981-01-15,albany river rats,23.290896646132804,1981,26.1738325513103
2004,LAT,3,rekis arvids,D,L,182,97.0,1979-01-01,ausburger panther,25.3305954825462,1979,29.2839029102765
2004,LAT,35,ignatjevs viktors,D,L,190,92.0,1970-04-26,spartak moscow,34.0150581793292,1970,25.4847645429363
2004,LAT,4,sejejs normunds,D,L,185,92.0,1968-02-12,slovan bratislava svk,36.2162902121834,1968,26.8809349890431
2004,LAT,12,vasiljevs herberts,F,R,180,85.0,1976-05-27,amur khabarovsk,27.928815879534604,1976,26.234567901234602
2004,LAT,13,pantelejevs grigorijs,F,L,178,90.0,1972-11-13,hk riga 2000,31.463381245722104,1972,28.405504355510697
2004,LAT,14,tambijevs leonids,F,R,176,85.0,1970-09-26,ehc chur,33.596167008898,1970,27.4405991735537
2004,LAT,16,sirokovs aleksejs,F,R,182,88.0,1981-02-20,sg cortina ita,23.192334017796,1981,26.566839753652896
2004,LAT,17,nizivijs aleksandrs,F,R,177,78.0,1976-09-16,hk riga 2000,27.622176591375798,1976,24.897060231734198
2004,LAT,21,kercs aleksandrs,F,R,178,90.0,1967-03-16,ik nykoping,37.127994524298394,1967,28.405504355510697
2004,LAT,24,romanovskis vadims,F,L,180,80.0,1978-07-30,hc asiago ita,25.7549623545517,1978,24.6913580246914
2004,LAT,27,semjonovs aleksandrs,F,L,181,91.0,1972-06-08,ifk arboga,31.895961670089,1972,27.7769298861451
2004,LAT,28,ozols juris,F,L,183,80.0,1977-04-06,liepajas metalurgs,27.0691307323751,1977,23.888440980620498
2004,LAT,29,cipruss aigars,F,L,175,78.0,1972-01-12,spartak moscow,32.3011635865845,1972,25.469387755102
2004,LAT,33,zoltoks sergejs,F,R,192,93.0,1972-12-02,nashville predators,31.4113620807666,1972,25.2278645833333
2004,LAT,8,fanduls vjaceslavs,F,L,178,85.0,1969-03-17,assat pori,35.1238877481177,1969,26.827420780204502
2004,LAT,81,macijevskis aleksandrs,F,L,177,80.0,1975-06-26,odense ik,28.848733744010897,1975,25.535446391522196
2004,LAT,1,irbe arturs,G,L,175,82.0,1967-02-02,carolina hurricanes,37.242984257357996,1967,26.775510204081602
2004,LAT,30,naumovs sergejs,G,L,177,78.0,1969-04-04,severstal cherepovets,35.0746064339493,1969,24.897060231734198
2004,LAT,32,masalskis edgars,G,L,175,78.0,1980-03-31,hk riga 2000,24.084873374401102,1980,25.469387755102
